Taxpayer ID,Property Value,Location,Ownership Date
TXP_E89DB4E86B,394349.21,City Center,2023-01-09
TXP_96FFA84960,782680.42,City Center,2009-09-02
TXP_78B592F083,133816.35,Rural East,2007-12-25
TXP_9C3B710E3B,,Suburban North,2018-07-18
TXP_0AE6D59B14,440118.71,City Center,2006-03-28
TXP_C3BB417779,50000.0,Suburban West,2009-12-17
TXP_4C63AAF716,562207.47,Suburban West,2011-11-04
TXP_28B7D8A28F,69204.93,Rural East,2007-03-30
TXP_EA3AD29197,290629.42,City Center,2022-08-05
TXP_6C94F7D145,833894.55,Suburban West,2007-06-14
TXP_4E19CA6BAB,52331.73,Suburban West,2012-08-12
TXP_1EF5D207A4,334475.31,Suburban West,2007-10-03
TXP_53047BCAC7,810798.89,Coastal Area,2024-05-21
TXP_DD973C5C30,77681.45,Suburban West,2017-07-09
TXP_BD228ACDA3,134562.07,Rural East,2013-05-11
TXP_49144197A3,504451.51,Suburban West,2015-09-13
TXP_F49E64D264,514646.06,City Center,2010-06-21
TXP_B6DA4BC6B5,323141.47,Suburban North,2016-12-30
TXP_E8662938C5,304470.88,Industrial South,
TXP_50E9D1A775,173818.25,Suburban North,2013-12-17
TXP_A70FEE3CEF,857046.8,City Center,2010-10-14
TXP_4384713BDC,82239.11,Suburban North,2017-08-27
TXP_3388FCC610,331914.93,Suburban West,
TXP_51635D6CC2,50000.0,City Center,2006-04-03
TXP_3C5E9C5C3C,507230.03,City Center,2015-11-20
TXP_798A96BE10,267527.56,Rural East,2006-11-12
TXP_120AE197DD,457518.48,Suburban West,2014-04-25
TXP_D7AA1CF9A9,298580.17,Suburban West,2022-12-10
TXP_4FC3E0B23B,126096.1,Suburban West,2015-08-02
TXP_5B4D0CAFDA,1631073.77,Suburban North,2017-03-08
TXP_E4E0B1BD18,553765.73,City Center,2011-01-20
TXP_7A37AD9A05,98732.55,Rural East,2006-09-21
TXP_AF8AA856F8,104148.56,Coastal Area,2014-12-30
TXP_D40D195391,406981.16,City Center,2009-06-11
TXP_977C048C95,1058246.69,Suburban North,2021-11-16
TXP_6B527D0DD5,399110.88,City Center,2015-07-17
TXP_9E27969C32,237540.78,Rural East,2021-05-11
TXP_433D68BACD,298505.27,Industrial South,2008-11-06
TXP_1D40778B4C,1015188.92,City Center,2013-08-09
TXP_39B2432334,104171.82,Suburban North,2010-09-20
TXP_31C83BA993,789199.61,Rural East,2019-04-02
TXP_7F5ABF16B8,159052.51,Suburban West,2011-06-30
TXP_6060B2B752,362692.07,City Center,2007-03-08
TXP_1FF07200E0,325451.63,Suburban West,2013-03-28
TXP_DF5B82C670,168648.16,Suburban North,2007-12-08
TXP_06A06A05CB,218937.4,Suburban West,2014-06-19
TXP_A0FD3F7B66,300548.52,Industrial South,2014-11-18
TXP_B550B08266,474203.37,City Center,2015-07-16
TXP_A81640C441,193547.44,,2006-10-15
TXP_E2C01DE116,363556.62,Suburban North,2008-11-29
TXP_9AD2B0566E,691936.89,Rural East,2012-01-08
TXP_346D5DC03D,228806.72,City Center,2019-04-16
TXP_C25A455F8C,88957.03,Rural East,2018-01-29
TXP_8F29B82B58,101220.29,Suburban West,2006-03-16
TXP_653D53CDFA,444960.09,Suburban West,2019-10-20
TXP_0F02BC49D7,139653.63,Suburban North,2006-09-04
TXP_EEC28F3A39,313481.56,Suburban West,2023-05-14
TXP_2D5092A43E,234149.28,Rural East,2019-01-20
TXP_00669C36DB,1563336.47,Suburban North,2005-07-14
TXP_ACD08DCFC5,376395.72,City Center,2015-03-14
TXP_FEAF228B62,354131.56,Suburban North,2019-11-03
TXP_E91A278ED6,50000.0,Rural East,2008-06-23
TXP_981DF8E91F,270062.82,City Center,2014-11-20
TXP_506DF224D5,389016.31,Suburban North,2012-07-11
TXP_7D06D719D2,763888.97,Suburban North,2011-08-15
TXP_0AE6D59B14,149140.81,Rural East,2010-04-28
TXP_2C442C1FFC,128950.29,Suburban North,2016-10-22
TXP_478D7B76BE,285726.54,City Center,2017-10-06
TXP_36B75310AA,1475297.63,Suburban West,2024-08-30
TXP_EECA29D4DE,120796.07,Suburban West,2014-03-22
TXP_33BFAA1B1C,628584.67,City Center,2006-03-22
TXP_524E8EAB65,181341.8,Suburban North,2018-01-07
TXP_8DB1FC8E04,108268.9,Rural East,
TXP_3EFBE224AB,118705.66,Suburban West,2014-05-16
TXP_12F2C9677F,232864.59,Suburban West,2020-07-20
TXP_9D3D876E89,649227.04,City Center,2017-05-08
TXP_6FF7EE4167,146912.58,Coastal Area,2007-06-01
TXP_E2ABECC235,162984.89,Coastal Area,2019-07-07
TXP_AC6104CF2B,50000.0,,2017-09-03
TXP_20EFF37824,282908.69,Suburban North,2019-01-14
TXP_A650B06ADE,127626.43,Suburban West,2005-07-25
TXP_669CC45C7E,244051.73,City Center,2011-12-09
TXP_B85A673137,1153164.4,Suburban West,2009-07-31
TXP_754222CC3C,245437.14,Suburban West,2005-07-27
TXP_B0E46F5F07,235954.04,Suburban West,2019-02-10
TXP_AAC6236D57,84647.62,Coastal Area,2012-11-03
TXP_AAB14AC95B,254875.01,Rural East,2025-01-29
TXP_47E193CE0C,493561.06,City Center,2013-09-20
TXP_49144197A3,1453070.81,City Center,2021-01-08
TXP_7A5DC6C225,50000.0,Industrial South,2023-05-22
TXP_AB75A01E02,453479.16,City Center,2019-11-23
TXP_E7DBD24DDE,112491.54,Rural East,2009-02-27
TXP_E8D3F188C7,557826.94,Suburban North,2016-03-11
TXP_5BB61A02F4,68806.95,Industrial South,2014-05-08
TXP_E2180A3117,627719.79,City Center,
TXP_8BCFC8E0EC,563923.85,Suburban West,2008-04-21
TXP_EEF251B74D,401569.14,City Center,2019-12-02
TXP_670D11D325,280240.51,Suburban North,2009-10-26
TXP_3B7E7D7855,50000.0,City Center,2014-08-18
TXP_0928A9FC87,1016282.47,City Center,2010-10-27
TXP_A70FEE3CEF,183169.26,Coastal Area,2009-05-05
TXP_9429A5556C,854094.13,City Center,2014-04-20
TXP_C9CD7E54B3,948191.84,Suburban North,2015-04-04
TXP_AC1E9E9269,235230.44,Rural East,2007-07-11
TXP_32F57DD4C2,303218.11,City Center,2024-12-02
TXP_78A80F0B19,284578.38,City Center,2023-03-22
TXP_8B135CB401,186833.9,Suburban West,2018-09-16
TXP_F5D03DBD00,114338.16,Suburban West,2020-05-03
TXP_D034A6B4B8,469617.78,Suburban North,2016-03-28
TXP_19EF50D9C6,71218.62,,2009-10-16
TXP_CB6C6E89E5,,Rural East,2019-11-07
TXP_3FA4EFB6E5,111876.43,Rural East,2018-06-10
TXP_A650B06ADE,299337.76,City Center,2010-06-01
TXP_9C220CAB95,328657.32,City Center,2012-04-06
TXP_CDCFCE08A6,,Suburban North,2017-01-11
TXP_FB97783DA5,568791.39,Industrial South,2014-09-11
TXP_E3C4863A02,175786.65,Suburban North,2012-11-22
TXP_8B132928FD,108080.88,Suburban West,2013-05-26
TXP_978B23CC52,50000.0,Suburban West,2017-08-06
TXP_56B1CE9F61,50000.0,Suburban North,2015-10-07
TXP_556B1EB16F,507545.19,Rural East,2008-07-30
TXP_29F38BA399,85006.18,Suburban West,2012-12-18
TXP_E82FD8AEA9,392148.14,City Center,2017-11-21
TXP_ED8D3D2909,1676392.7,Suburban North,2017-06-01
TXP_2683BF1908,94487.04,Suburban West,2009-07-18
TXP_845A312F5C,255377.06,,2015-02-17
TXP_FAC8BF5491,181106.53,Suburban North,2019-03-26
TXP_A494036591,774586.48,Coastal Area,2018-06-07
TXP_CCEF445C85,125402.53,City Center,2019-09-02
TXP_E65338DD08,198832.43,Rural East,2020-02-20
TXP_8807DEA648,82366.04,Industrial South,2022-08-08
TXP_0DCF06BA74,162280.25,,2009-02-17
TXP_684343759F,88007.96,City Center,2020-12-27
TXP_5899684A0E,306597.01,City Center,2018-03-26
TXP_BBEE7E7CDE,999135.69,Rural East,2022-08-17
TXP_BA0654A9EB,268957.09,Suburban North,2008-08-24
TXP_784C0FC7C6,520701.81,City Center,2013-04-16
TXP_727800486B,101535.34,City Center,2008-03-19
TXP_CFB54BA88E,85440.3,City Center,2009-10-30
TXP_948A06241E,361741.07,Suburban West,2021-02-26
TXP_469C359A47,646859.8,Industrial South,
TXP_D2183051F6,146702.73,Suburban West,2020-06-15
TXP_72E34B6AA6,184240.72,Rural East,2008-09-28
TXP_EFA4BD1565,50000.0,City Center,2014-06-13
TXP_7CD9EC22CE,616566.55,Suburban North,2019-02-08
TXP_F47E8ADF84,156399.92,Suburban West,2009-01-21
TXP_FFF28D73F0,289799.76,City Center,2012-02-01
TXP_8DF4B1950D,201585.62,,2008-04-04
TXP_B287776635,840370.38,Industrial South,2013-07-17
TXP_9118329392,816386.27,Suburban North,2011-12-04
TXP_2E50E85C5C,66365.57,Coastal Area,2018-12-17
TXP_B4CCE15EEA,989983.0,City Center,2023-01-20
TXP_D364B20524,118600.19,Rural East,2006-08-20
TXP_158845EE81,296105.82,Suburban North,2020-12-14
TXP_C0AA9394A3,179295.01,Suburban West,2018-08-31
TXP_CE453E23D8,363066.7,Suburban North,2020-03-16
TXP_759E83A27C,94391.0,Suburban North,2017-03-19
TXP_745B091363,96642.3,Industrial South,2021-04-14
TXP_34DDBDBACF,392247.38,Rural East,2018-07-12
TXP_28726801DE,99203.98,Rural East,
TXP_32D4DECB60,303312.73,City Center,2009-06-05
TXP_FA6FB1F119,143683.9,City Center,2013-04-30
TXP_DE15033F70,590351.21,City Center,2022-06-21
TXP_EA16BB7AF0,366820.81,Rural East,2019-02-26
TXP_CA55687321,138461.79,Industrial South,2024-04-15
TXP_FFEB364973,71747.88,Suburban West,2024-02-01
TXP_898E3562C4,55539.3,Suburban North,2012-11-23
TXP_73BBD0A11E,100237.72,Suburban North,2018-10-03
TXP_0C2AB758CB,1352874.82,Suburban North,2009-08-31
TXP_0D05EA67FC,551928.3,Industrial South,2022-06-23
TXP_D5769C3BF4,575035.57,Rural East,2011-01-01
TXP_6E2A503D2E,121510.58,City Center,2005-10-30
TXP_6327606923,529092.77,Rural East,
TXP_956929E08C,272222.25,Suburban North,2014-04-19
TXP_81A8CD9B6B,649395.65,Suburban West,2023-01-03
TXP_F4103A3C55,557557.7,City Center,2005-09-25
TXP_B2CBD5D883,2087766.55,Suburban West,2025-01-12
TXP_8478979B9F,520419.78,City Center,2012-06-07
TXP_CBAC7EB93D,276698.01,City Center,2018-12-06
TXP_9458BFE57F,50000.0,City Center,2014-10-12
TXP_EF3057C192,216720.12,City Center,2014-07-28
TXP_C07098F04F,155741.55,Rural East,2015-06-06
TXP_67B4C3D1F1,567097.0,Suburban West,2017-08-31
TXP_F7B88E5FCB,435123.02,Suburban West,2021-03-04
TXP_F5A368288A,1197351.79,City Center,2024-02-27
TXP_DE47663C71,86004.94,Rural East,2019-08-24
TXP_27A898656C,2000000.0,Suburban West,2005-12-24
TXP_7ADF4CD708,434469.24,,2014-08-05
TXP_06F86E6E5D,50000.0,Suburban North,2022-10-01
TXP_A511648B82,123501.39,City Center,2006-11-14
TXP_DD6B2FC0C5,345527.55,City Center,2023-11-04
TXP_54A4EE9758,392548.61,City Center,2016-04-27
TXP_2D4E21F5CB,50000.0,Rural East,2014-04-12
TXP_93A5DB808A,201993.05,Suburban North,2023-08-25
TXP_774C96CDBC,,City Center,2012-05-14
TXP_F73EA558BC,212022.23,Suburban North,2011-03-11
TXP_9BF3D909CD,305751.8,Suburban North,2009-11-29
TXP_A899E157FF,,Industrial South,2024-02-08
TXP_FD1E1A2192,120882.62,City Center,2021-11-27
TXP_993E2AC453,815881.87,Rural East,2021-12-17
TXP_86B993A0D2,145112.18,Suburban West,2007-02-12
TXP_9BBB236598,347504.16,Coastal Area,2012-09-07
TXP_7CC13CC6A5,84642.81,Coastal Area,2018-06-29
TXP_3B7E7D7855,96693.22,City Center,2023-05-26
TXP_CA77AFE3FB,127482.4,City Center,2019-09-28
TXP_E5C404BC3A,209543.03,,2022-08-26
TXP_FB23814520,225572.24,Rural East,2012-10-16
TXP_74CC4A8F89,1359105.38,Rural East,2008-02-29
TXP_99611A5407,379668.5,Rural East,2015-12-22
TXP_0F02BC49D7,266833.09,Coastal Area,2011-09-17
TXP_D172602A4F,517309.48,Suburban West,2011-12-09
TXP_5B8B2DFF65,103942.15,Coastal Area,2007-07-29
TXP_CE453E23D8,50000.0,Suburban North,2011-06-09
TXP_C74A33AF4D,270050.89,,2020-03-31
TXP_FAC8BF5491,216629.67,Industrial South,2007-11-29
TXP_ECE85639A4,64397.14,City Center,2013-08-03
TXP_B07EDB23F1,493255.49,Suburban North,2016-10-10
TXP_59B43CEA9A,166180.09,Coastal Area,2015-03-16
TXP_B34C161274,171574.45,City Center,2015-05-19
TXP_70736D1D62,55586.55,Coastal Area,2018-08-22
TXP_ED13F531FB,226109.78,Rural East,2006-01-06
TXP_03E70EA6BB,488589.25,Coastal Area,2012-02-09
TXP_E418064ABE,107890.39,Industrial South,2015-09-10
TXP_3217593602,205501.93,Suburban West,2018-06-17
TXP_00B4D1AC80,256866.88,City Center,2012-07-21
TXP_33847AB014,323998.72,Suburban West,2011-05-19
TXP_06DCDA8FDC,90056.24,Suburban West,2023-12-16
TXP_4CC8D61AA7,193426.2,Coastal Area,2011-08-20
TXP_106EC0C9B0,946741.56,Suburban North,2008-09-16
TXP_B1EE760164,585653.17,Suburban West,2023-01-31
TXP_693082830F,1035729.97,Industrial South,2008-03-14
TXP_587777620B,317853.74,Rural East,2020-08-24
TXP_53D4301768,254842.7,Coastal Area,2011-04-12
TXP_D088C773C0,95403.8,Coastal Area,2020-07-29
TXP_D48FE6E3B8,919773.82,Suburban North,2019-05-17
TXP_8CF406387F,125218.61,City Center,2010-06-30
TXP_CBAD281A2C,176630.04,Industrial South,2023-06-27
TXP_9190FB816E,250858.01,Suburban West,2021-10-14
TXP_DC4AB00BEE,377983.77,Suburban North,2019-12-06
TXP_998FBF8E15,115520.0,City Center,2021-05-30
TXP_55B8CC63B2,2268238.12,Coastal Area,2012-12-05
TXP_4E768879E2,176916.88,Suburban West,2023-08-17
TXP_ACD08DCFC5,157305.72,City Center,
TXP_5C302B6CEA,165905.25,Coastal Area,2025-04-01
TXP_28A3072563,106148.56,Coastal Area,2016-02-23
TXP_C51E940FE6,386986.03,Rural East,2015-03-16
TXP_2B1F36EA8A,536196.51,Suburban West,2009-11-05
TXP_2BACCC6C88,1836156.02,Rural East,2011-12-28
TXP_B0413E51C8,390982.21,City Center,2014-10-08
TXP_9C0D85A2F1,,Suburban North,2018-10-11
TXP_85115C2171,114066.73,Suburban North,2024-07-29
TXP_B5C03599E3,82450.05,Suburban West,2020-02-12
TXP_CB95734F47,438391.34,City Center,2018-11-05
TXP_F7B88E5FCB,490083.96,City Center,
TXP_858F1F8D9F,717425.48,City Center,2018-12-19
TXP_F50FEAA055,2099702.92,City Center,2009-07-17
TXP_1974B4E63C,340260.76,Rural East,2006-01-11
TXP_71257E7BB9,785517.83,Suburban West,2015-02-15
TXP_C92D873CEB,55883.8,Rural East,2023-09-17
TXP_47CD0E1ADC,137499.05,Industrial South,2009-11-21
TXP_6EAE3FC2A2,223390.18,Suburban North,2020-01-27
TXP_06F86E6E5D,163173.82,Suburban West,2019-05-17
TXP_D5DAEB917C,510011.35,Industrial South,2007-08-22
TXP_2B688B0212,271260.7,City Center,2007-07-25
TXP_93D4941B47,176622.86,Coastal Area,
TXP_82EA0A6964,256615.22,Suburban West,2012-01-30
TXP_FB300AEDE5,288508.5,Industrial South,2010-06-24
TXP_27C6472AAF,50000.0,City Center,2007-04-12
TXP_72F4F97AAF,71419.9,Industrial South,2020-11-14
TXP_556B1EB16F,94227.43,Rural East,
TXP_B86B9204D9,1124149.9,Suburban North,2022-09-25
TXP_C27DE64D9C,100330.88,Suburban West,2013-02-03
TXP_06E4ED3B95,254027.64,Coastal Area,2020-04-07
TXP_671A32C3A4,311732.04,Rural East,2010-10-13
TXP_A0FD3F7B66,310719.99,City Center,2021-12-19
TXP_9FEE99B347,189203.84,Suburban West,2019-05-08
TXP_9BBB236598,544629.78,City Center,2006-10-08
TXP_A1C3E4020B,313021.63,Industrial South,2022-02-12
TXP_3EEC598F37,186099.09,City Center,2023-09-16
TXP_ED4AA860FB,400902.69,Coastal Area,2023-12-21
TXP_65081352AE,1045695.38,Suburban West,2021-08-02
TXP_523E9C43CD,71321.15,City Center,2007-07-13
TXP_5602CD84E8,185393.55,City Center,2018-05-30
TXP_14C70FF1AE,279543.0,Coastal Area,2011-12-18
TXP_7FC49ED4F0,244704.3,City Center,2008-07-05
TXP_EA5F6BE833,437584.29,Suburban North,2006-10-27
TXP_BC33C19166,122804.34,City Center,2012-07-17
TXP_86F4E15BF1,216383.96,Industrial South,2018-11-01
TXP_4278ADBE64,80800.85,Industrial South,2015-06-17
TXP_371AA245C7,241843.88,Industrial South,2022-07-09
TXP_CC33BAD836,264050.43,,2014-10-18
TXP_CB4B24D8CA,181170.34,Suburban West,2009-11-11
TXP_CCAD5C5D8C,106016.53,Suburban West,2018-06-27
TXP_3B66D69EBD,89392.07,Suburban West,2009-08-12
TXP_57896EA316,113151.01,Coastal Area,2016-04-12
TXP_5A75873EB1,1079368.88,Suburban West,2019-03-15
TXP_9C220CAB95,202298.21,City Center,2014-01-31
TXP_45F56A2BCE,144588.7,City Center,2013-03-13
TXP_DE7EFDCB67,322454.75,Suburban West,2014-03-26
TXP_CCBBD72690,1252696.31,Suburban West,2015-06-28
TXP_056D4DB40E,198458.57,Rural East,2023-07-04
TXP_27EBBB3CE4,186820.55,City Center,2011-11-23
TXP_218927AE0A,203412.83,City Center,2024-05-31
TXP_E97A34AA0A,188784.57,City Center,2005-05-11
TXP_9B53ECFB79,160136.49,Industrial South,2015-08-14
TXP_F14A00B5DA,196813.57,City Center,2008-10-31
TXP_C9CD7E54B3,309755.98,City Center,2018-01-29
TXP_BC2A46FE12,317695.19,City Center,2011-10-08
TXP_056D4DB40E,277311.2,Rural East,2019-09-10
TXP_644BC59A25,149190.38,Suburban West,2024-09-23
TXP_864C51D5C7,78405.03,Industrial South,
TXP_091F25693F,,Coastal Area,2020-03-04
TXP_A572D4F505,289832.5,Suburban North,2010-03-09
TXP_1CB446CBB4,390306.36,Suburban West,2006-07-23
TXP_15E6BFD3F2,191268.05,Rural East,2006-01-03
TXP_E13C99D86B,578192.97,Coastal Area,2012-05-28
TXP_CE453E23D8,204989.94,Suburban North,2012-02-21
TXP_CFF961EE07,474150.58,Coastal Area,2024-11-04
TXP_81DAB32336,81260.43,Suburban West,2008-02-27
TXP_1ED443874A,222336.13,Coastal Area,2010-03-25
TXP_DA897667B5,351600.55,City Center,2006-11-19
TXP_1AA06F0BC9,,Rural East,2019-04-07
TXP_9EB1E0474F,50000.0,Suburban North,2012-05-20
TXP_634EB467BB,200641.29,City Center,2024-05-28
TXP_F0A754AB05,296540.21,Suburban West,2008-03-11
TXP_7044BBDD27,2024550.01,City Center,2008-05-06
TXP_A25CDBE9B4,368469.32,,2021-05-18
TXP_46673694D5,1791895.79,Suburban North,
TXP_8AAFAACE48,115248.14,City Center,2013-09-01
TXP_B339426B06,388075.96,Coastal Area,2010-09-11
TXP_EA7EC3A98E,248730.08,Suburban North,2015-05-23
TXP_AE28F5564E,142751.8,Coastal Area,2019-01-26
TXP_FE20072BC8,2384055.61,City Center,2021-03-28
TXP_0398887E7A,563955.31,Industrial South,2012-03-06
TXP_A473246AF6,117109.26,Rural East,2015-07-14
TXP_7F57927D88,868913.61,City Center,2011-01-26
TXP_483AE61779,599474.5,Rural East,2007-01-17
TXP_9036A07264,123255.97,Suburban West,2014-04-12
TXP_8594647B10,89724.15,City Center,2023-04-06
TXP_C5B42C3283,129902.72,Suburban West,2014-10-07
TXP_DFA67301EE,735657.01,City Center,2017-07-03
TXP_5DF92DCEC4,,Rural East,2016-02-24
TXP_E623927C1A,70667.74,Rural East,2017-10-31
TXP_8964D10E5C,518495.21,City Center,2018-02-08
TXP_41EA081FD4,427055.04,City Center,2010-04-12
TXP_7E8CC3303D,375496.74,Coastal Area,2022-12-18
TXP_7139EEEFED,1002335.97,Rural East,2006-01-26
TXP_46D534F82C,353838.97,Industrial South,2021-09-13
TXP_D95E78876D,1361391.21,,2017-11-29
TXP_E43FAAF873,603098.74,Coastal Area,2016-01-28
TXP_30304A3202,171389.61,,2009-10-01
TXP_00EB200D76,310320.07,Suburban North,2014-03-13
TXP_DFFE466F52,563375.69,Suburban West,2018-11-04
TXP_B49208F339,1661210.75,Suburban North,2010-06-13
TXP_8E269ED47B,66178.65,Coastal Area,2016-04-29
TXP_4D49F2F596,181573.68,Industrial South,2007-01-23
TXP_BF45B2D415,223037.41,Industrial South,
TXP_6ADC2D7097,762763.28,Rural East,2012-12-20
TXP_FDB2B6C4EC,265483.22,Suburban West,2024-06-26
TXP_46673694D5,73891.18,Suburban North,2015-02-09
TXP_BE5C7AE4F5,122902.84,Suburban West,
TXP_B93D855AA9,178707.9,City Center,2018-04-03
TXP_1D480EAC9A,177241.26,Suburban West,2019-08-25
TXP_1CA4D5BEBD,2390950.7,Industrial South,2018-01-21
TXP_C05AC85003,594105.76,Suburban North,2022-09-16
TXP_62B6120E94,466393.01,Suburban North,2007-12-25
TXP_09FD201124,,City Center,2016-03-29
TXP_C3402388C2,93099.47,Rural East,2005-11-28
TXP_7F2F932841,375381.96,City Center,2013-10-07
TXP_24952E2911,249358.62,City Center,2006-10-22
TXP_176656D28F,104135.54,City Center,2025-04-13
TXP_025036349D,872105.58,City Center,2010-07-23
TXP_B49583C0D5,895529.25,Industrial South,2005-10-23
TXP_293C7E4256,96621.12,City Center,2013-02-20
TXP_FB45E9D95D,655542.38,Rural East,2014-12-12
TXP_85EB2092CC,134737.64,Suburban North,2016-01-15
TXP_F78137B3E0,377167.48,City Center,2024-02-03
TXP_96E1F80031,97998.47,Coastal Area,2021-02-06
TXP_29899480D6,100882.89,Rural East,2013-09-05
TXP_47D1911D0C,130765.14,City Center,2017-03-12
TXP_B197F9A3A9,565021.99,City Center,2011-05-06
TXP_034C33E896,51540.56,City Center,2008-05-05
TXP_8F0C56905E,,City Center,2014-02-16
TXP_1C365FEE80,315328.05,City Center,2011-04-13
TXP_258A8186CD,597629.09,Rural East,2015-05-24
TXP_D3EAF0B368,120022.85,,2008-04-06
TXP_8AE817903C,609617.33,Industrial South,2024-02-25
TXP_45D6B81B59,566502.49,City Center,2020-09-28
TXP_9DBAB3B0A3,167363.91,Suburban West,2019-04-27
TXP_1E27A0C1EB,404203.57,Coastal Area,2012-12-27
TXP_0DB81222B6,102175.17,Suburban North,2022-05-15
TXP_25123D9857,191087.44,Industrial South,2018-11-06
TXP_94E47990BF,138706.82,Rural East,2015-06-25
TXP_7D06D719D2,92546.95,Suburban West,2005-07-21
TXP_50BA54B7E4,360412.49,Suburban West,2009-08-24
TXP_C196AAB582,157769.51,Industrial South,2014-06-09
TXP_0CD4099B01,642775.5,Industrial South,2022-08-02
TXP_E333DB2EF6,87531.12,Coastal Area,2024-08-29
TXP_1D4C932E09,534086.44,Suburban West,2011-03-06
TXP_D6056526B7,230400.25,Coastal Area,2011-08-27
TXP_EC840489F7,281040.75,Industrial South,2007-05-20
TXP_80E7472F07,112505.99,City Center,2019-12-10
TXP_11D444478B,217861.37,Suburban North,2009-05-22
TXP_61D92B7B78,,Suburban North,2021-10-03
TXP_6FEC10FF37,2327317.31,Rural East,2018-05-04
TXP_18F493CA6B,346717.1,Coastal Area,2012-12-14
TXP_B9F8215EC3,272935.47,City Center,2024-12-31
TXP_BA2FF62A56,290323.8,Coastal Area,2012-12-02
TXP_B60ACE24F0,724994.17,Industrial South,2016-02-27
TXP_624A6B3B97,84512.1,City Center,2023-03-21
TXP_6BF9F19429,1774466.69,Suburban North,2020-04-08
TXP_38956572F9,1190862.51,City Center,2006-06-09
TXP_96BA3DF953,314441.17,Suburban West,2022-10-06
TXP_110C703D4B,591506.4,Industrial South,2014-12-16
TXP_2A013E96B9,50000.0,City Center,2022-09-03
TXP_B2CBD5D883,1712664.61,Suburban West,2010-10-12
TXP_8D72094C88,285541.03,Suburban North,2006-08-24
TXP_326D306FE3,81222.28,Industrial South,2021-11-08
TXP_5E79B54C4D,1598364.83,Suburban West,2014-02-17
TXP_ECAF49BF87,257111.02,Industrial South,2009-03-27
TXP_CB26F62AC6,491688.73,Suburban West,2018-10-06
TXP_428CAD52AD,50000.0,Suburban North,2013-11-23
TXP_3B9F52A13B,556014.28,Coastal Area,2009-06-27
TXP_F4C2F05227,172986.48,Industrial South,2019-03-06
TXP_3ED396BBB9,190999.13,Suburban West,2015-12-28
TXP_490BBE856B,154576.73,Suburban West,2006-08-02
TXP_3E5CCFBA68,54047.89,Suburban West,2014-06-27
TXP_9095B15B39,175804.13,Rural East,2014-09-19
TXP_B90A693311,728817.21,Industrial South,
TXP_5FE395500E,162733.58,Suburban North,2015-01-24
TXP_01B362EC83,455798.66,Suburban West,2012-12-11
TXP_7C4C8FCF38,305975.92,Suburban West,2022-01-24
TXP_49DC3EB10B,326953.86,Coastal Area,2016-09-14
TXP_9382B40242,727000.15,Industrial South,2021-01-12
TXP_120AE197DD,206701.49,Coastal Area,2011-11-12
TXP_D1274A2280,249374.06,City Center,2013-11-28
TXP_BDAA0596EF,332141.04,Suburban West,2008-07-27
TXP_67064E1E5D,303134.91,Suburban North,2005-08-02
TXP_FDABD5F02F,,City Center,2022-03-31
TXP_21C0326FCD,50000.0,City Center,2005-12-05
TXP_B8725B9A26,741760.46,Rural East,2023-09-29
TXP_75BD80754F,562498.28,City Center,2019-02-10
TXP_A312B10B16,74994.36,Industrial South,2007-12-24
TXP_EF88A2C66B,136120.48,Suburban West,2007-08-04
TXP_DC33147D0E,920696.22,City Center,2006-02-22
TXP_B06A2863F9,160556.49,City Center,2016-01-01
TXP_2F1DD4FE8C,361618.1,Suburban West,2017-09-07
TXP_2A2A921181,354649.72,Suburban North,2007-08-23
TXP_40580AA913,160407.66,Suburban North,2013-12-02
TXP_C4E094EEC8,97357.34,Suburban North,2019-04-26
TXP_BE7DE2BDCE,59012.76,Coastal Area,2006-11-27
TXP_4DFCEA7F2D,343782.05,Rural East,2025-04-01
TXP_C74A33AF4D,399469.39,Industrial South,2018-12-18
TXP_5B1F040199,103525.01,Suburban West,2009-01-09
TXP_C90B3004AB,421168.88,,2018-08-12
TXP_CD0A6BABB0,251787.99,City Center,2006-07-11
TXP_E623927C1A,352859.77,Suburban North,2012-02-22
TXP_83996F0D31,229549.31,City Center,2012-04-20
TXP_269304CF5D,261247.23,Suburban West,2010-07-04
TXP_21984DB3C8,293265.75,Industrial South,2014-04-29
TXP_8AD2962F81,,Suburban North,2005-11-25
TXP_CB77DADD9F,475487.32,Rural East,2021-12-22
TXP_291122BB6B,113207.78,City Center,2015-04-17
TXP_8807DEA648,147330.55,Rural East,2013-03-24
TXP_594D6D7ADB,,City Center,2014-06-12
TXP_5F5F209493,1172236.36,City Center,2017-07-26
TXP_B7AAF78DF9,104769.86,City Center,2017-11-07
TXP_EBC8D953D1,63448.28,Suburban West,2012-12-05
TXP_34D146835B,123487.12,Coastal Area,2008-03-13
TXP_1D4C932E09,1366424.84,Industrial South,2013-02-13
TXP_5948E0F970,125199.35,Suburban West,2016-11-05
TXP_68D4378756,955698.92,City Center,2015-02-04
TXP_FB9C77CC73,,Suburban West,2018-02-02
TXP_FA3DBAC92B,470978.62,Suburban North,2005-10-21
TXP_BDF632AF04,612006.5,Rural East,2021-01-28
TXP_6A0D4D9168,135483.98,Suburban West,2009-08-31
TXP_4382C2C11C,78387.09,Suburban West,2019-12-14
TXP_F53154E335,145703.07,Industrial South,2012-06-25
TXP_AC02E642AA,370187.81,City Center,2016-09-19
TXP_E940C86E01,266303.98,Coastal Area,2020-01-26
