Taxpayer ID,Property Value,Location,Ownership Date
TXP_5D30B81688,298580.17,Suburban West,2017-03-08
TXP_E6C9033D0E,126096.1,Suburban West,2011-01-20
TXP_7E35D3D02C,553765.73,Suburban West,2006-09-21
TXP_B4608D3E2C,121925.4,Suburban North,2014-12-30
TXP_D7AA5BB92C,225067.18,Suburban North,2009-06-11
TXP_9BBCB16B85,353706.88,City Center,2021-11-16
TXP_6D990C6B21,300801.32,City Center,2015-07-17
TXP_A2D415353A,406981.16,City Center,2021-05-11
TXP_41B22C45EC,399110.88,Unknown,2008-11-06
TXP_1BC6D60CE0,1272721.95,City Center,2013-08-09
TXP_374DCFCE41,237540.78,Rural East,2010-09-20
TXP_30B9C165D9,298505.27,Industrial South,2019-04-02
TXP_83A63C06E8,1015188.92,City Center,2011-06-30
TXP_621570399A,104171.82,Suburban North,2007-03-08
TXP_1E805569B4,789199.61,Rural East,2013-03-28
TXP_E1411CE1B9,159052.51,Suburban West,2007-12-08
TXP_0696FEC5D4,362692.07,City Center,2014-06-19
TXP_A5A72F9D13,325451.63,Suburban West,2014-11-18
TXP_B975987784,168648.16,Suburban North,2015-07-16
TXP_AC1FB3D284,218937.4,Suburban West,2006-10-15
TXP_E565C62B46,300548.52,Industrial South,2008-11-29
TXP_9EF2031673,474203.37,City Center,2012-01-08
TXP_3318E16B34,193547.44,Suburban West,2019-04-16
TXP_C4531D7634,363556.62,Suburban North,2018-01-29
TXP_937E4A09A9,691936.89,Rural East,2006-03-16
TXP_664F92785A,228806.72,City Center,2019-10-20
TXP_0F6C2993C0,88957.03,Rural East,2006-09-04
TXP_EF12D12B1E,101220.29,Suburban West,2023-05-14
TXP_2BA64DAA88,444960.09,Suburban West,2019-01-20
TXP_0057204F17,139653.63,Suburban North,2005-07-14
TXP_B0C2E60252,313481.56,Suburban West,2015-03-14
TXP_FEC726B350,234149.28,Rural East,2019-11-03
TXP_E9DF550710,50000.0,Rural East,1900-01-01
TXP_9C59A983A6,173301.93,Industrial South,2014-11-20
TXP_4FBC534984,213246.86,Suburban West,2012-07-11
TXP_812377418F,183729.5,Suburban North,2011-08-15
TXP_0B0D4F0BC5,184324.98,Rural East,2010-04-28
TXP_2AE3A903B9,312869.39,Suburban West,2016-10-22
TXP_46863545B4,105789.61,Unknown,2017-10-06
TXP_34EE3FF4DE,78013.12,Suburban North,2024-08-30
TXP_EF1E6ACA5A,118936.8,Rural East,2014-03-22
TXP_3236228FEC,917705.67,Suburban West,2006-03-22
TXP_522F206609,249310.11,Rural East,2018-01-07
TXP_91A3F8FF08,87075.2,Suburban North,2021-03-25
TXP_3D244312CF,90106.68,City Center,2014-05-16
TXP_1259F06EF2,413042.25,Suburban North,2020-07-20
TXP_A1E5E5265C,870727.16,Suburban West,2017-05-08
TXP_734167367B,929975.83,Suburban West,2007-06-01
TXP_E5583A1AE9,147194.01,Suburban West,2019-07-07
TXP_B08898B430,649227.04,City Center,2017-09-03
TXP_1F39871445,146912.58,Coastal Area,2019-01-14
TXP_AA3CAEFF20,162984.89,Coastal Area,2005-07-25
TXP_6856A3CD74,2017983.73,City Center,2011-12-09
TXP_BBE70179F9,50000.0,Suburban West,2009-07-31
TXP_7A34039775,270607.97,Rural East,1900-01-01
TXP_B5725CCEE7,50000.0,Suburban West,2019-02-10
TXP_AE3404CE94,262483.43,City Center,2012-11-03
TXP_ADF136CD0E,124492.68,Suburban North,2025-01-29
TXP_46D319FD19,1797425.68,Suburban West,2013-09-20
TXP_47D79046C5,185286.48,City Center,2021-01-08
TXP_7E88836F82,298103.53,Suburban North,2023-05-22
TXP_AEDE3B2FF6,414688.36,Coastal Area,2019-11-23
TXP_E9030138E4,493561.06,City Center,2009-02-27
TXP_E9A79F9C9A,1453070.81,City Center,2016-03-11
TXP_5DC62531D6,50000.0,Industrial South,2014-05-08
TXP_E4B0EBAA5C,453479.16,City Center,2012-11-08
TXP_900E316C05,112491.54,Rural East,2008-04-21
TXP_EF45404DFC,557826.94,Suburban North,2019-12-02
TXP_6930604880,68806.95,Industrial South,2009-10-26
TXP_39977A6C31,627719.79,Unknown,2014-08-18
TXP_09D2AB362D,260486.775,Suburban West,2010-10-27
TXP_AB2CBFEC3E,401569.14,City Center,2009-05-05
TXP_99510CEEC3,280240.51,Suburban North,2014-04-20
TXP_CBDA5BC7A2,50000.0,City Center,2015-04-04
TXP_AFDFFE00F9,260486.775,City Center,2007-07-11
TXP_31DEBE82D5,183169.26,Coastal Area,2024-12-02
TXP_7C97BD8F5B,948191.84,Suburban North,2023-03-22
TXP_8F5FE845BF,235230.44,Rural East,2018-09-16
TXP_F4ED4F9084,303218.11,City Center,2020-05-03
TXP_D416E0982A,284578.38,City Center,2016-03-28
TXP_17C0B371F5,186833.9,Suburban West,2009-10-16
TXP_CCDE5BF5CF,114338.16,Suburban West,2019-11-07
TXP_3D6EC9BC53,469617.78,Suburban North,2018-06-10
TXP_AA3CAEFF20,71218.62,Suburban North,2010-06-01
TXP_A09A5D024E,301708.17,Rural East,2012-04-06
TXP_D056603BEE,111876.43,Unknown,2017-01-11
TXP_F9BD443D39,299337.76,City Center,2014-09-11
TXP_E6694BA947,328657.32,City Center,2012-11-22
TXP_8F5DBF275F,474084.14,Suburban North,2013-05-26
TXP_9BF55396A7,568791.39,Industrial South,2017-08-06
TXP_57DB366527,175786.65,Suburban North,2015-10-07
TXP_564A42C177,108080.88,Unknown,2008-07-30
TXP_286024EA97,50000.0,Suburban West,2012-12-18
TXP_E9289EEA07,50000.0,Suburban North,2017-11-21
TXP_EE0D6CA463,507545.19,Rural East,2017-06-01
TXP_24D6D44F28,85006.18,Suburban West,2009-07-18
TXP_8794221C75,392148.14,City Center,2015-02-17
TXP_F8E1E4FAD8,1676392.7,Suburban North,2019-03-26
TXP_A89B5EE6C4,94487.04,Suburban West,2018-06-07
TXP_CECD6FC2CF,255377.06,Industrial South,2019-09-02
TXP_E7F07F70BF,181106.53,Suburban North,1900-01-01
TXP_8C9DFF4F89,774586.48,Coastal Area,2022-08-08
TXP_0DDB652D50,125402.53,City Center,2009-02-17
TXP_6AFBAC8F49,198832.43,Rural East,2020-12-27
TXP_5A74A457CB,82366.04,Industrial South,2018-03-26
TXP_BE85F90587,162280.25,Suburban West,2022-08-17
TXP_BD08548EA1,88007.96,City Center,2008-08-24
TXP_7C8801DF8E,306597.01,Unknown,2013-04-16
TXP_75D1B8F0F7,999135.69,Rural East,2008-03-19
TXP_D380E0BE01,268957.09,Suburban North,2009-10-30
TXP_99BD9A8AB6,520701.81,City Center,2021-02-26
TXP_459A72DDC9,101535.34,City Center,2021-01-04
TXP_D641C43D1C,85440.3,City Center,2020-06-15
TXP_76275DE143,361741.07,Suburban West,2008-09-28
TXP_F039BD1A63,646859.8,Industrial South,2014-06-13
TXP_8085AA7F6C,146702.73,Suburban West,2019-02-08
TXP_F43DF42067,184240.72,Rural East,2009-01-21
TXP_FFC47913DE,50000.0,City Center,2012-02-01
TXP_91E8F44F1B,616566.55,Suburban North,2008-04-04
TXP_B694850056,156399.92,Suburban West,1900-01-01
TXP_960A5DE4A4,954134.99,Rural East,2011-12-04
TXP_2C2A23C9A9,840370.38,Industrial South,2018-12-17
TXP_B9369361EF,66365.57,City Center,2023-01-20
TXP_D713436E4F,366695.65,Suburban North,2006-08-20
TXP_14A0B24E11,200668.13,Rural East,2020-12-14
TXP_C2F43ED6E7,363306.69,City Center,2018-08-31
TXP_D11BE96836,1947720.22,Suburban North,2020-03-16
TXP_7A4F3DDD23,117576.42,Suburban West,2017-03-19
TXP_7906325EBE,363066.7,Suburban North,2021-04-14
TXP_338F40A419,94391.0,Suburban North,2018-07-12
TXP_26CBA26634,96642.3,Industrial South,2024-12-28
TXP_319D8810BA,392247.38,Rural East,2009-06-05
TXP_F88C22DFC8,99203.98,Rural East,1900-01-01
TXP_E0181ADD15,303312.73,City Center,2022-06-21
TXP_EA35F0ECC5,143683.9,City Center,2019-02-26
TXP_CC2911EBA8,590351.21,City Center,2024-04-15
TXP_FFC2C4E604,366820.81,Rural East,2024-02-01
TXP_8DE3F6A18A,138461.79,Industrial South,2012-11-23
TXP_778597F493,71747.88,Suburban West,2018-10-03
TXP_0BC408E0F4,55539.3,Suburban North,2009-08-31
TXP_0CC2CDA943,100237.72,Suburban North,2022-06-23
TXP_D8E2721396,1352874.82,Suburban North,2011-01-01
TXP_71472E9E67,551928.3,Industrial South,2005-10-30
TXP_647ECBFF05,575035.57,Rural East,2008-06-04
TXP_9A4944E75E,121510.58,City Center,2014-04-19
TXP_85752323FA,529092.77,Rural East,2023-01-03
TXP_F40B364F12,272222.25,Suburban North,2005-09-25
TXP_B6BD956643,649395.65,Unknown,2025-01-12
TXP_88010824D5,557557.7,City Center,2012-06-07
TXP_CDA175277D,520419.78,Industrial South,2018-12-06
TXP_99602104B1,177736.6,Suburban North,2014-10-12
TXP_EF51B79E8B,277698.05,Suburban West,2014-07-28
TXP_C29172F426,174157.08,City Center,2015-06-06
TXP_6A6EAA3EDC,180328.75,Coastal Area,2017-08-31
TXP_F621367422,260486.775,City Center,2021-03-04
TXP_F4D4E792DF,155741.55,Rural East,2024-02-27
TXP_E0776BEF55,567097.0,Suburban West,2019-08-24
TXP_261D1523E3,260486.775,Suburban West,2005-12-24
TXP_7F17836F24,1197351.79,City Center,2014-08-05
TXP_06D697DB09,86004.94,Rural East,2022-10-01
TXP_A90C5CAB6D,2000000.0,Suburban West,2006-11-14
TXP_DF61A196D2,434469.24,Rural East,2023-11-04
TXP_551F5E77F1,50000.0,Suburban North,2016-04-27
TXP_2B84E0C17C,123501.39,City Center,2014-04-12
TXP_98C4F70796,345527.55,City Center,2023-08-25
TXP_7B4ACEC2EE,392548.61,Unknown,2012-05-14
TXP_F5CBE9F565,50000.0,Rural East,2011-03-11
TXP_A02868169E,201993.05,Suburban North,2009-11-29
TXP_AC89DA80D7,426017.77,City Center,2024-02-08
TXP_FC4BB6AABF,212022.23,Suburban North,2021-11-27
TXP_9E291F90FF,305751.8,Suburban North,2021-12-17
TXP_8B3C2548A7,54769.87,Industrial South,2007-02-12
TXP_9FF332470C,120882.62,City Center,2012-09-07
TXP_8077D51B61,815881.87,Unknown,2018-06-29
TXP_39977A6C31,145112.18,Suburban West,2023-05-26
TXP_CC5DE195F1,347504.16,Coastal Area,2019-09-28
TXP_E75DB5690E,84642.81,Coastal Area,2022-08-26
TXP_F95DBD15FC,96693.22,City Center,2012-10-16
TXP_79A71E41AF,127482.4,City Center,2008-02-29
TXP_9E3A7B7E1B,209543.03,Suburban North,2015-12-22
TXP_0F6C2993C0,225572.24,Rural East,2011-09-17
TXP_D59B1D15A7,1359105.38,Rural East,2011-12-09
TXP_5D49458542,379668.5,Rural East,2007-07-29
TXP_D11BE96836,2263381.52,City Center,2011-06-09
TXP_C96CFE5680,266833.09,Rural East,2020-03-31
TXP_F8E1E4FAD8,479974.66,Suburban West,2007-11-29
TXP_ED44D70E93,290561.05,Suburban North,2013-08-03
TXP_B539C7E189,77158.74,City Center,2016-10-10
TXP_5BD3FE24A5,154464.3,Suburban West,2015-03-16
TXP_B7154C3249,238196.0,Suburban North,2015-05-19
TXP_738D3190E3,265889.87,Industrial South,2018-08-22
TXP_EDC60B0183,320053.58,Suburban North,2006-01-06
TXP_03EDF155AA,229428.04,Suburban North,2012-02-09
TXP_E67CDD490F,226109.78,Rural East,2015-09-10
TXP_30CF617B49,488589.25,Coastal Area,2018-06-17
TXP_0088C830C6,107890.39,Industrial South,2012-07-21
TXP_31F9A15534,205501.93,Suburban West,2011-05-19
TXP_06AE0511AA,256866.88,City Center,2023-12-16
TXP_4C35A5F3CF,323998.72,Suburban West,2011-08-20
TXP_10FB8F7180,90056.24,Suburban West,2008-09-16
TXP_B6584D99D8,193426.2,Coastal Area,2023-01-31
TXP_6BE2B3E977,946741.56,Suburban North,2008-03-14
TXP_5A4E3DB715,585653.17,Suburban West,1900-01-01
TXP_540684A45A,1035729.97,Industrial South,2011-04-12
TXP_D4556AD646,317853.74,Rural East,2020-07-29
TXP_D841938C09,254842.7,Coastal Area,2019-05-17
TXP_9105675D36,95403.8,Coastal Area,2010-06-30
TXP_CDABC38B56,919773.82,Suburban North,2023-06-27
TXP_966FA570AA,125218.61,City Center,2021-10-14
TXP_DE1B431E9F,260486.775,Industrial South,2019-12-06
TXP_9E45A25BB5,1563136.59,City Center,2021-05-30
TXP_571184A7BB,250858.01,City Center,2012-12-05
TXP_4ED83BE9DB,377983.77,Suburban North,2023-08-17
TXP_B0C2E60252,115520.0,City Center,1900-01-01
TXP_5E9D7CDC17,176916.88,Suburban West,2025-04-01
TXP_26D2E2A74C,157305.72,City Center,2016-02-23
TXP_C6EF28FEDF,165905.25,Coastal Area,2015-03-16
TXP_29C7A14544,106148.56,Coastal Area,2009-11-05
TXP_2A409A3698,386986.03,Rural East,2011-12-28
TXP_B4E3E13E75,536196.51,Suburban West,2014-10-08
TXP_A087C630F5,1836156.02,Rural East,2018-10-11
TXP_888F87AC4E,390982.21,City Center,2024-07-29
TXP_B9B9130BDF,83051.6,Suburban North,2020-02-12
TXP_CD578970E9,114066.73,Suburban North,2018-11-05
TXP_F621367422,82450.05,Suburban West,1900-01-01
TXP_89B2804DB6,438391.34,City Center,2018-12-19
TXP_F4974718FE,490083.96,City Center,2009-07-17
TXP_17A175BC19,717425.48,City Center,2006-01-11
TXP_74E52ADAA6,181885.77,Industrial South,2015-02-15
TXP_CB9562C456,330641.49,Suburban West,1900-01-01
TXP_46B0C92080,506064.02,Suburban North,2009-11-21
TXP_71E5B2940B,807926.76,Suburban North,2020-01-27
TXP_06D697DB09,632763.08,City Center,2019-05-17
TXP_D9351E6FD0,421615.0,Suburban North,2007-08-22
TXP_29D6D6B24A,508404.31,City Center,2007-07-25
TXP_98E80AB823,50000.0,Coastal Area,2011-04-16
TXP_861DCAA61E,510011.35,Industrial South,2012-01-30
TXP_F96F80DBE3,271260.7,City Center,2010-06-24
TXP_262D4B14B0,176622.86,Coastal Area,2007-04-12
TXP_7637C8698D,256615.22,Suburban West,2020-11-14
TXP_564A42C177,288508.5,Industrial South,2015-10-10
TXP_BBEFF85920,50000.0,City Center,2022-09-25
TXP_C4A631DB0F,71419.9,Industrial South,2013-02-03
TXP_06B149C475,94227.43,Rural East,2020-04-07
TXP_69367C115F,1124149.9,Suburban North,2010-10-13
TXP_A5A72F9D13,100330.88,Suburban West,2021-12-19
TXP_A4B22A61C8,254027.64,Coastal Area,2019-05-08
TXP_9FF332470C,311732.04,Rural East,2006-10-08
TXP_A61D825D09,310719.99,City Center,2022-02-12
TXP_3D045724AD,189203.84,Suburban West,2023-09-16
TXP_EDE7290C60,544629.78,Unknown,2023-12-21
TXP_65DFA747E1,313021.63,Industrial South,2021-08-02
TXP_5221A869C0,186099.09,City Center,2007-07-13
TXP_57320FB028,400902.69,Coastal Area,2018-05-30
TXP_13D88E57C1,1045695.38,Suburban West,2011-12-18
TXP_842490EC9F,71321.15,City Center,2008-07-05
TXP_EA770BF3C6,185393.55,City Center,2006-10-27
TXP_BEE0E3DAED,279543.0,Coastal Area,2012-07-17
TXP_8B5EC5EB75,244704.3,City Center,2018-11-01
TXP_40DC498EB0,437584.29,Suburban North,2015-06-17
TXP_35186665C0,122804.34,City Center,2022-07-09
TXP_CE5A6D5D17,216383.96,Industrial South,2014-10-18
TXP_CCBF6880D4,80800.85,Industrial South,2009-11-11
TXP_CEA2D368A6,241843.88,Industrial South,2018-06-27
TXP_395A55BAC4,264050.43,City Center,2009-08-12
TXP_58FD173875,181170.34,Suburban West,2016-04-12
TXP_5C13AB8818,1246829.33,Suburban North,2019-03-15
TXP_A09A5D024E,551880.75,Suburban North,2014-01-31
TXP_44FF19D098,1992227.26,City Center,2013-03-13
TXP_E0AA72AB27,133937.68,Rural East,2014-03-26
TXP_CEB1FD2E18,951743.65,City Center,1900-01-01
TXP_05172EA289,260486.775,Suburban West,2023-07-04
TXP_2654FDE27A,319201.89,City Center,2011-11-23
TXP_1FA059F66E,50000.0,City Center,2024-05-31
TXP_EA030C4293,203412.83,City Center,2005-05-11
TXP_9F654EBC7F,188784.57,City Center,2015-08-14
TXP_F1C42AEEB4,160136.49,Industrial South,2008-10-31
TXP_CBDA5BC7A2,196813.57,City Center,2018-01-29
TXP_BEAEBACBD1,309755.98,City Center,2011-10-08
TXP_05172EA289,317695.19,City Center,2019-09-10
TXP_6567B3942D,277311.2,Rural East,2024-09-23
TXP_8ADC4A7B2D,260486.775,Suburban West,2023-04-05
TXP_09881921E7,78405.03,Industrial South,2020-03-04
TXP_A935B1A5EF,1324087.9,Coastal Area,2010-03-09
TXP_1B03534239,289832.5,Suburban North,2006-07-23
TXP_14C5F97AB9,1220807.75,Industrial South,2006-01-03
TXP_E395DE0F92,1131380.55,Unknown,2012-05-28
TXP_D11BE96836,2219064.81,Coastal Area,1900-01-01
TXP_D3B2E784AA,395530.01,Suburban North,2024-11-04
TXP_857737EE1E,474150.58,Coastal Area,2008-02-27
TXP_1D5269FC81,81260.43,Suburban West,2010-03-25
TXP_DCC36B6941,222336.13,Coastal Area,2006-11-19
TXP_1889808F01,980106.93,Suburban North,2019-04-07
TXP_A3CDC07101,351600.55,Suburban West,2012-05-20
TXP_64AE57110C,76834.87,Coastal Area,2024-05-28
TXP_F188570DC8,601211.57,Coastal Area,2008-03-11
TXP_737FBD7766,200641.29,City Center,2008-05-06
TXP_A6A09A6B19,296540.21,Suburban West,2021-05-18
TXP_458C245D7E,164200.84,Suburban West,2014-10-03
TXP_8F04A17419,336135.87,Suburban West,2013-09-01
TXP_B6C344F7CE,162632.48,Rural East,2010-09-11
TXP_EABC1A614C,260486.775,City Center,2015-05-23
TXP_B28CF2BF68,293402.76,Suburban North,2019-01-26
TXP_FE05628D53,223225.38,Coastal Area,2021-03-28
TXP_03D44A662D,248730.08,Suburban North,2012-03-06
TXP_A84AB488B7,142751.8,Coastal Area,2015-07-14
TXP_839DDCC553,563955.31,Industrial South,2011-01-26
TXP_470C836BA7,117109.26,Rural East,2007-01-17
TXP_9511CC8B4D,868913.61,Unknown,2014-04-12
TXP_8A0C0117D9,599474.5,Rural East,2023-04-06
TXP_C75A576F48,123255.97,Unknown,2014-10-07
TXP_E1B6F731B4,89724.15,City Center,2017-07-03
TXP_6006E379EF,129902.72,Suburban West,2016-02-24
TXP_E7E8A37179,735657.01,City Center,2017-10-31
TXP_8DB903C2F9,197015.33,Rural East,2018-02-08
TXP_3FEF2EF8B9,70667.74,Rural East,2010-04-12
TXP_82DD0447F7,518495.21,City Center,1900-01-01
TXP_74E863B031,427055.04,City Center,2006-01-26
TXP_45AE3B4A55,375496.74,Coastal Area,2021-09-13
TXP_DB710372D0,1002335.97,Rural East,2017-11-29
TXP_E683338C64,353838.97,Industrial South,1900-01-01
TXP_2F088FCA09,603098.74,Suburban North,2009-10-01
TXP_00AD75DD82,171389.61,Industrial South,2014-03-13
TXP_E223508B6F,310320.07,Suburban North,2018-11-04
TXP_B8CAE14BD8,563375.69,Suburban West,2010-06-13
TXP_925DE31084,66178.65,Suburban West,2016-04-29
TXP_4D0D0DE57E,260486.775,Industrial South,2007-01-23
TXP_C18480F296,223037.41,Industrial South,2008-04-01
TXP_6D5AB1647C,762763.28,Rural East,2012-12-20
TXP_FD4045E5C2,265483.22,Suburban West,2024-06-26
TXP_458C245D7E,73891.18,Suburban North,2015-02-09
TXP_C0C1BDF05F,122902.84,Suburban West,2023-05-02
TXP_BC6113A3CC,178707.9,City Center,2018-04-03
TXP_1C0DFA4CF9,177241.26,Suburban West,2019-08-25
TXP_1AE90B06A3,594105.76,Suburban North,2018-01-21
TXP_C2773D90EB,466393.01,Suburban North,2022-09-16
TXP_644A5675B6,134344.89,Suburban West,2007-12-25
TXP_0AAE6FDBF5,205725.47,City Center,2016-03-29
TXP_C5389152E1,133846.36,City Center,2005-11-28
TXP_838B44016C,2331689.02,City Center,2013-10-07
TXP_22B5E502C6,424631.04,Suburban West,2006-10-22
TXP_1593B2ABF4,872105.58,City Center,2025-04-13
TXP_025940005F,260486.775,Industrial South,2010-07-23
TXP_B8D8295C68,1923499.19,Suburban North,2005-10-23
TXP_2744585275,524180.71,Rural East,2013-02-20
TXP_F982CBD1B4,120164.85,Unknown,2014-12-12
TXP_8A6A5DB6FA,86796.09,Suburban North,2016-01-15
TXP_F5F8760626,142357.73,Suburban North,2024-02-03
TXP_9B394CEB67,130765.14,City Center,2021-02-06
TXP_27A84CD9C4,565021.99,City Center,2013-09-05
TXP_46BC38BF2C,51540.56,City Center,2017-03-12
TXP_B61E083D4C,369295.36,City Center,2011-05-06
TXP_03BFA4D6CA,315328.05,City Center,2008-05-05
TXP_934ECD44D5,597629.09,Rural East,2014-02-16
TXP_1A831F39C7,120022.85,City Center,2011-04-13
TXP_2418C04570,609617.33,Industrial South,2015-05-24
TXP_D78D780B22,566502.49,City Center,2008-04-06
TXP_8F3FE73FCE,167363.91,Suburban West,2024-02-25
TXP_44E753F4F0,1087352.45,Rural East,2020-09-28
TXP_A237FC5BCF,191087.44,Industrial South,2019-04-27
TXP_1C75B79C46,2025217.64,City Center,2012-12-27
TXP_0DB36CB0E8,138706.82,Coastal Area,2022-05-15
TXP_237620C9A9,92546.95,Suburban West,2018-11-06
TXP_99F2DE9847,260486.775,Suburban West,2015-06-25
TXP_812377418F,157769.51,Industrial South,2005-07-21
TXP_50120A731C,642775.5,Industrial South,2009-08-24
TXP_C3EE4D2D8B,87531.12,Coastal Area,2014-06-09
TXP_0C8B45FE84,534086.44,Suburban West,2022-08-02
TXP_E5DA0CDE8B,230400.25,Coastal Area,2024-08-29
TXP_1C0F5ACA52,281040.75,Industrial South,2011-03-06
TXP_D9444E36D8,112505.99,City Center,2011-08-27
TXP_ECDBFFD956,217861.37,Suburban North,2007-05-20
TXP_850B0FC9AC,282176.87,Suburban North,2019-12-10
TXP_11FD4F7B53,346717.1,Coastal Area,2009-05-22
TXP_631659A33D,361932.98,Coastal Area,2021-10-03
TXP_731C391711,310880.54,Rural East,2018-05-04
TXP_16F7F49BC1,724994.17,Industrial South,2012-12-14
TXP_BCE5F90FEE,84512.1,City Center,2024-12-31
TXP_BD2B0F8606,60159.45,City Center,2012-12-02
TXP_B9E9882AC4,867648.74,City Center,2016-02-27
TXP_63C73ED6A0,314441.17,Suburban West,2023-03-21
TXP_6EBD915C88,591506.4,Industrial South,2020-04-08
TXP_36A9F83924,50000.0,City Center,2006-06-09
TXP_9B2D2AA833,285541.03,Suburban West,2022-10-06
TXP_1171103657,50000.0,Suburban West,2014-12-16
TXP_287133EB88,378782.93,Suburban North,2022-09-03
TXP_B6BD956643,316804.38,Coastal Area,2010-10-12
TXP_919EF58C44,843720.66,Suburban West,2006-08-24
TXP_311502E6C7,262276.28,Suburban West,1900-01-01
TXP_604698B89C,617992.64,Suburban North,2014-02-17
TXP_ED42EF168E,456390.44,City Center,2009-03-27
TXP_CCA7B86995,217614.34,City Center,2018-10-06
TXP_4104B07DCE,322451.0,Suburban North,2013-11-23
TXP_39A75FCC9F,745530.72,Suburban North,2009-06-27
TXP_F478E0B86E,2000000.0,Industrial South,2019-03-06
TXP_3CF02CFC7D,457546.27,Suburban North,2015-12-28
TXP_47C7369409,579279.7,Industrial South,2006-08-02
TXP_3CC27DB730,389364.16,Suburban North,2014-06-27
TXP_957FE2041B,260486.775,Industrial South,2014-09-19
TXP_BC39A27E40,53164.74,Rural East,2019-11-04
TXP_61CE951B46,317643.57,Suburban North,2015-01-24
TXP_01AAD57929,260610.3,Industrial South,2012-12-11
TXP_80477CEB6F,249374.06,City Center,2022-01-24
TXP_489E446BB0,1537432.57,Industrial South,2016-09-14
TXP_987EDA3E40,332141.04,Industrial South,2021-01-12
TXP_1219F6B349,179973.99,Suburban West,2011-11-12
TXP_D4B36FEB9E,221933.43,Suburban West,2013-11-28
TXP_C015D9572E,562498.28,City Center,2008-07-27
TXP_68FB66913F,74994.36,Industrial South,2005-08-02
TXP_FD2EEB11BE,136120.48,Suburban West,2022-03-31
TXP_20316FBAEA,920696.22,City Center,2005-12-05
TXP_BBFA7659BA,160556.49,City Center,2023-09-29
TXP_7A72582FE8,361618.1,Suburban West,2019-02-10
TXP_A6FFF7AC48,354649.72,Suburban North,2007-12-24
TXP_EF98D874BB,160407.66,Unknown,2007-08-04
TXP_DDF02E6F5B,917838.82,Coastal Area,2006-02-22
TXP_B50DF0D1A6,97357.34,Suburban North,2016-01-01
TXP_2D77424487,59012.76,Coastal Area,2017-09-07
TXP_28B4AE23E8,343782.05,Rural East,2007-08-23
TXP_3DFD9CDCA3,399469.39,Industrial South,2013-12-02
TXP_C68B80FA36,260486.775,Suburban West,2019-04-26
TXP_C0DD759DB4,421168.88,Suburban West,2006-11-27
TXP_4E5018BCA1,251787.99,City Center,2025-04-01
TXP_C96CFE5680,352859.77,Suburban North,2018-12-18
TXP_5D22CF0D54,260486.775,City Center,2009-01-09
TXP_CB561BBD92,261247.23,Suburban West,2018-08-12
TXP_CF61B5CA53,293265.75,Industrial South,2006-07-11
TXP_E7E8A37179,437486.27,Suburban North,2012-02-22
TXP_865CD8A126,475487.32,Rural East,2012-04-20
TXP_24E8514369,113207.78,City Center,2010-07-04
TXP_1FA837D961,147330.55,Rural East,2014-04-29
TXP_8F38800D64,97545.73,City Center,2005-11-25
TXP_CD15D5A06A,260486.775,City Center,2021-12-22
TXP_2725C2F28D,104769.86,City Center,2015-04-17
TXP_8C9DFF4F89,63448.28,Suburban West,2013-03-24
TXP_5B8AFD459D,123487.12,Coastal Area,2014-06-12
TXP_616B87B7E7,1366424.84,Industrial South,2017-07-26
TXP_BB75B1CC19,125199.35,Suburban West,2017-11-07
TXP_EBB2FC5D99,138150.91,Suburban West,2012-12-05
TXP_33878D4C77,470978.62,Suburban North,2008-03-13
TXP_1C0F5ACA52,612006.5,Rural East,2013-02-13
TXP_5B8222F553,135483.98,Suburban West,2016-11-05
TXP_6B805A14EC,78387.09,Suburban West,2015-02-04
TXP_F9C70F8C82,145703.07,Industrial South,2018-02-02
TXP_F86B01422D,370187.81,City Center,2005-10-21
TXP_C085E6CDE3,260486.775,Coastal Area,2021-01-28
TXP_6CA34301B1,557688.68,Unknown,2009-08-31
TXP_4212074FB8,396667.9,Suburban West,2019-12-14
TXP_F4CA80DE2B,444731.39,Suburban North,2012-06-25
TXP_AFAD14158A,481919.84,Suburban North,2016-09-19
TXP_E9E1D3F45C,398337.51,Suburban North,2020-01-26
TXP_986DF6C2E3,297779.56,Suburban North,2006-02-09
TXP_82E4AE23B3,331596.78,Suburban North,2007-11-30
TXP_20A77C53DC,459652.19,City Center,2016-02-04
TXP_8CF060BB3C,113300.55,City Center,2024-04-30
TXP_6A7509D986,823029.65,Suburban West,2018-03-04
TXP_2EFB362B48,88304.37,Unknown,2008-08-09
TXP_AC1CB6A714,79938.88,Rural East,1900-01-01
TXP_1D17176182,174494.28,Suburban North,2009-06-28
TXP_791954936F,206343.34,City Center,2007-02-09
TXP_E6E5179707,1915629.62,Coastal Area,2016-10-03
TXP_A4566C3E79,80248.09,City Center,2016-08-25
TXP_3C8CBD74F9,558161.75,City Center,1900-01-01
TXP_6CAD22BBF6,132690.26,City Center,2007-07-15
TXP_ECA991D0FA,96953.98,Industrial South,2006-11-25
TXP_7BD9614CBD,318135.95,City Center,2010-09-07
TXP_0BC408E0F4,559444.7,Industrial South,2021-11-23
TXP_12C8E46DE3,130421.38,Suburban North,2014-03-14
TXP_4FD8EBE60B,50000.0,City Center,2024-06-23
TXP_B539C7E189,82530.6,Unknown,2022-06-23
TXP_CA0B2CD252,145853.46,City Center,2014-01-16
TXP_986706D7CD,67491.52,Suburban West,2012-01-27
TXP_0303A21A89,421391.76,Suburban West,2017-11-11
