Taxpayer ID,Declared Income,Deductions,Sector,prop_count,prop_value_total,prop_value_avg,prop_value_max,prop_value_min,prop_loc_distinct_count,prop_ownership_earliest,prop_ownership_latest,directorship_count,comp_distinct_count
TXP_5DB9571C14,73423.49,12657.71,Services,0,0.0,,,,0,,,0,0
TXP_A40B44DE2D,50274.21,5880.47,Manufacturing,1,181918.03,181918.03,181918.03,181918.03,1,2019-03-11,2019-03-11,0,0
TXP_31D3BB149B,9187.44,1704.899107658452,Healthcare,0,0.0,,,,0,,,0,0
TXP_0DBE00E8A5,59954.26,12312.98,Retail,2,452222.045,226111.0225,260486.775,191735.27,2,2017-04-06,2024-01-30,0,0
TXP_941E1A77FA,117127.27,26082.57,Other,0,0.0,,,,0,,,0,0
TXP_3D46D6A8FC,15000.0,2772.57,Unknown,0,0.0,,,,0,,,0,0
TXP_DCC36B6941,23951.52,4504.4,Services,1,222336.13,222336.13,222336.13,222336.13,1,2006-11-19,2006-11-19,0,0
TXP_F73087159B,31242.39,6431.77,Finance,0,0.0,,,,0,,,0,0
TXP_B50AB432CD,26351.48,2799.18,Retail,0,0.0,,,,0,,,0,0
TXP_C0A4872F05,85302.62,5329.67,Retail,0,0.0,,,,0,,,0,0
TXP_5E49F9EF6B,99221.97,13110.34,Construction,2,642932.3999999999,321466.19999999995,537554.94,105377.46,2,2019-01-26,2021-09-01,0,0
TXP_743E9F00C5,18281.39,4257.89,Services,0,0.0,,,,0,,,0,0
TXP_90CA3CB3D2,88859.59,11207.31,Retail,0,0.0,,,,0,,,0,0
TXP_DFCDFDBF77,21489.16,4577.7,Services,0,0.0,,,,0,,,0,0
TXP_BBD7D2ECD7,15000.0,3775.34,Unknown,1,2000000.0,2000000.0,2000000.0,2000000.0,1,2024-08-02,2024-08-02,1,1
TXP_A9BC2CE917,70949.47,10856.63,Manufacturing,0,0.0,,,,0,,,0,0
TXP_9019005583,52695.37,6384.42,Education,1,50203.17,50203.17,50203.17,50203.17,1,2018-04-06,2018-04-06,0,0
TXP_FCA7A58ABF,250000.0,37998.03,Education,1,184596.33,184596.33,184596.33,184596.33,1,1900-01-01,1900-01-01,0,0
TXP_6804FB0163,60252.68,12287.54,Finance,1,77240.3,77240.3,77240.3,77240.3,1,2022-10-27,2022-10-27,0,0
TXP_8682571811,164599.58,17091.15,Technology,0,0.0,,,,0,,,0,0
TXP_8E1A3D3A0D,33217.29,2846.8,Technology,0,0.0,,,,0,,,0,0
TXP_10015BDE34,124186.24,28105.41,Finance,0,0.0,,,,0,,,0,0
TXP_1576F9ECC9,112624.06,15705.2,Retail,1,260486.775,260486.775,260486.775,260486.775,1,2020-01-04,2020-01-04,0,0
TXP_71472E9E67,57096.39,12240.6,Finance,1,551928.3,551928.3,551928.3,551928.3,1,2005-10-30,2005-10-30,0,0
TXP_812377418F,101966.15,15680.35,Technology,2,341499.01,170749.505,183729.5,157769.51,2,2005-07-21,2011-08-15,0,0
TXP_22C697ECFE,15000.0,3796.66,Technology,0,0.0,,,,0,,,1,1
TXP_DDE844FD76,36151.43,6482.09,Retail,1,944016.82,944016.82,944016.82,944016.82,1,2006-08-03,2006-08-03,0,0
TXP_D64B98D797,37260.28,5853.18,Services,0,0.0,,,,0,,,0,0
TXP_8FB4257BB2,250000.0,42328.03,Construction,0,0.0,,,,0,,,0,0
TXP_E9F61B91A0,20480.79,2716.57,Healthcare,0,0.0,,,,0,,,0,0
TXP_28A5E4DF8A,250000.0,41822.96,Services,0,0.0,,,,0,,,0,0
TXP_F5DF3B2DA3,44728.81,6299.3,Healthcare,3,550037.88,183345.96,293243.78,51515.37,2,2009-03-08,2016-05-19,0,0
TXP_946460148B,43247.46,9966.09,Manufacturing,0,0.0,,,,0,,,0,0
TXP_8219E85259,109852.81,16954.49,Unknown,0,0.0,,,,0,,,2,2
TXP_CD7B4DC324,56440.58,6334.37,Construction,0,0.0,,,,0,,,0,0
TXP_BE95A68F01,37929.09,2833.07,Services,1,217589.54,217589.54,217589.54,217589.54,1,2021-06-20,2021-06-20,0,0
TXP_E118F88E04,90472.2,7348.08,Services,0,0.0,,,,0,,,0,0
TXP_14A0B24E11,57096.39,6291.96,Technology,2,250668.13,125334.065,200668.13,50000.0,2,2020-12-14,2022-06-27,0,0
TXP_00AD75DD82,30722.16,5537.3,Education,2,329217.93999999994,164608.96999999997,171389.61,157828.33,2,2014-03-13,2016-12-02,0,0
TXP_D8FE921F7E,20392.83,2744.4,Finance,0,0.0,,,,0,,,0,0
TXP_986706D7CD,57096.39,996.14,Construction,2,512246.93,256123.465,444755.41,67491.52,2,2012-01-27,2023-01-10,0,0
TXP_C9ADD54CC3,57096.39,3562.16,Retail,0,0.0,,,,0,,,0,0
TXP_435BBFFA3D,84990.12,19853.89,Healthcare,0,0.0,,,,0,,,0,0
TXP_11FC9D5284,42093.86,8882.75,Services,4,766357.97,191589.4925,298615.83,73589.2,1,2005-07-22,2023-01-01,0,0
TXP_BABF51AF18,41569.98,5801.94,Education,0,0.0,,,,0,,,0,0
TXP_65092839B0,12782.03,2371.941644360514,Technology,2,2558187.695,1279093.8475,2297700.92,260486.775,2,2016-05-11,2020-06-30,0,0
TXP_1A15157D80,120800.43,20191.57,Unknown,4,705249.0700000001,176312.26750000002,234368.65,90718.57,3,2007-07-18,2023-03-06,0,0
TXP_305B937EA9,74091.15,15641.49,Construction,1,204238.69,204238.69,204238.69,204238.69,1,2024-08-06,2024-08-06,0,0
TXP_BFE898BB3C,141193.03,21645.97,Retail,0,0.0,,,,0,,,0,0
TXP_2F5D173DFC,94995.64,12514.39,Services,0,0.0,,,,0,,,0,0
TXP_D570B7832B,60638.96,7957.14,Construction,1,50000.0,50000.0,50000.0,50000.0,1,2013-04-07,2013-04-07,1,1
TXP_D0450D420F,16643.48,1843.96,Services,0,0.0,,,,0,,,0,0
TXP_AE84CE4EC2,97366.23,11725.2,Manufacturing,0,0.0,,,,0,,,0,0
TXP_246C5FE15F,16287.81,1923.52,Technology,0,0.0,,,,0,,,0,0
TXP_F0CE1795D7,250000.0,35680.54,Healthcare,0,0.0,,,,0,,,0,0
TXP_301CBB2AB4,17306.53,3855.25,Healthcare,1,520037.83,520037.83,520037.83,520037.83,1,2009-04-01,2009-04-01,0,0
TXP_EC99354020,40820.15,3258.9,Manufacturing,0,0.0,,,,0,,,0,0
TXP_FC3B067F5F,35703.41,6840.47,Technology,0,0.0,,,,0,,,0,0
TXP_3341BD504A,8637.12,1602.7770718218535,Finance,2,2052731.39,1026365.695,1248698.91,804032.48,2,1900-01-01,2013-11-02,0,0
TXP_0C6AA44938,18809.54,2524.56,Retail,4,1967450.8699999999,491862.71749999997,1265599.67,142007.51,2,2006-07-21,2024-11-18,0,0
TXP_A1868CE237,26706.36,5088.23,Finance,1,50000.0,50000.0,50000.0,50000.0,1,2008-01-05,2008-01-05,0,0
TXP_D7F4099EA6,126511.3,20368.84,Education,0,0.0,,,,0,,,0,0
TXP_FB8C56DBF7,183846.56,30947.35,Retail,1,239310.99,239310.99,239310.99,239310.99,1,2014-02-11,2014-02-11,0,0
TXP_1C477D0533,148126.73,23380.92,Finance,3,802011.66,267337.22000000003,476949.58,107773.11,2,2006-04-17,2021-07-30,0,0
TXP_374D3B5511,24140.23,3289.1,Services,2,313323.21,156661.605,211815.23,101507.98,2,2012-05-02,2017-06-11,0,0
TXP_5837AC8FBC,30087.56,5354.48,Education,3,927967.86,309322.62,448537.91,140707.63,3,1900-01-01,2023-07-01,0,0
TXP_030EA40C33,24441.34,3443.06,Services,4,1320851.31,330212.8275,500305.61,169766.17,3,2007-11-25,2018-07-10,0,0
TXP_A951651AEB,95051.77,19947.52,Unknown,2,1804812.31,902406.155,1659271.0,145541.31,1,2015-01-22,2016-05-05,0,0
TXP_8BD9B82CCB,93308.11,15595.5,Finance,1,71249.91,71249.91,71249.91,71249.91,1,2017-11-09,2017-11-09,0,0
TXP_7CA73C9B74,37704.98,6293.99,Finance,0,0.0,,,,0,,,0,0
TXP_1E41512652,22753.69,3782.75,Unknown,1,245015.46,245015.46,245015.46,245015.46,1,2015-10-10,2015-10-10,0,0
TXP_71E7FC3744,42853.0,5520.98,Education,2,336339.8,168169.9,220178.31,116161.49,1,2014-06-01,2022-07-01,0,0
TXP_9F011FEB78,57096.39,4945.41,Construction,4,2880623.1999999997,720155.7999999999,1678505.13,193481.69,3,2009-10-12,2019-11-13,0,0
TXP_B50F048252,35662.76,5620.54,Other,0,0.0,,,,0,,,0,0
TXP_17AD7818C6,250000.0,57970.66,Construction,5,2214519.275,442903.855,773392.96,148942.77,5,2005-06-10,2020-12-25,0,0
TXP_631659A33D,18628.97,3434.12,Technology,3,798694.86,266231.62,361932.98,90512.16,2,2010-08-05,2023-07-18,0,0
TXP_CD85AC0FBD,183352.23,27976.13,Retail,3,2020230.76,673410.2533333333,1485818.46,196334.54,2,2009-11-03,2017-09-27,2,2
TXP_406A7987DA,163035.69,27888.67,Technology,2,507342.53,253671.265,347936.11,159406.42,2,2007-09-17,2022-02-23,0,0
TXP_E0933230F4,25794.62,4200.83,Finance,0,0.0,,,,0,,,0,0
TXP_06143C4F2A,250000.0,51806.88,Technology,0,0.0,,,,0,,,0,0
TXP_AE26DAB321,57096.39,22423.56,Education,2,210316.59,105158.295,160316.59,50000.0,2,2012-03-17,2013-03-19,0,0
TXP_F4FF8845A6,70076.58,14339.15,Healthcare,1,109835.03,109835.03,109835.03,109835.03,1,2011-02-09,2011-02-09,0,0
TXP_4A8CC4ABF7,31358.72,4137.4,Retail,0,0.0,,,,0,,,0,0
TXP_7BB6AFBC93,24776.03,4790.38,Technology,2,453435.3,226717.65,302396.79,151038.51,2,2013-06-10,2013-10-01,0,0
TXP_F6CF11C755,250000.0,51995.17,Healthcare,2,799162.55,399581.275,585609.24,213553.31,2,2011-10-17,2019-03-24,0,0
TXP_CC23F53961,10790.55,2002.385764276437,Manufacturing,0,0.0,,,,0,,,0,0
TXP_424AE6BC21,21581.53,3516.4,Retail,1,80264.84,80264.84,80264.84,80264.84,1,2023-03-22,2023-03-22,0,0
TXP_02FB768D8F,68010.86,8776.54,Manufacturing,0,0.0,,,,0,,,0,0
TXP_B1F5DAC44B,34820.6,5246.18,Construction,1,694435.89,694435.89,694435.89,694435.89,1,2013-08-13,2013-08-13,0,0
TXP_069BAC92F3,67487.76,12337.51,Manufacturing,2,384510.82999999996,192255.41499999998,229334.21,155176.62,2,2010-12-23,2022-05-06,0,0
TXP_7E0D30CF6B,109583.05,20938.04,Technology,0,0.0,,,,0,,,0,0
TXP_161EB70178,61382.04,7022.75,Retail,4,1135225.855,283806.46375,462293.67,184325.47,2,2013-09-03,2019-09-15,0,0
TXP_C9727F2234,45991.7,9299.17,Healthcare,1,108171.24,108171.24,108171.24,108171.24,1,2022-06-13,2022-06-13,0,0
TXP_7658314296,51885.27,9283.06,Unknown,1,309253.28,309253.28,309253.28,309253.28,1,2016-12-11,2016-12-11,0,0
TXP_C5D0B0D4ED,76908.67,8778.31,Technology,3,1145087.9,381695.9666666666,823182.05,133963.96,3,2009-09-02,2024-10-19,0,0
TXP_B4D56ED250,237035.39,54628.15,Services,3,619320.97,206440.32333333333,267736.64,135473.23,3,2013-08-13,2023-12-18,0,0
TXP_99F01350D3,64954.86,15209.37,Healthcare,0,0.0,,,,0,,,0,0
TXP_1B03534239,40345.12,7827.89,Finance,2,1014063.37,507031.685,724230.87,289832.5,2,2006-07-23,2013-06-03,0,0
TXP_30256CF563,140568.77,19005.24,Finance,2,479387.23,239693.615,330687.02,148700.21,1,2010-04-07,2014-01-20,0,0
TXP_0F025A2E8C,207003.19,21436.77,Construction,1,260486.775,260486.775,260486.775,260486.775,1,2024-05-28,2024-05-28,0,0
TXP_FB13EEA290,60988.48,6153.58,Services,1,119322.56,119322.56,119322.56,119322.56,1,2015-06-05,2015-06-05,0,0
TXP_BBE42A8575,21563.79,2581.33,Manufacturing,0,0.0,,,,0,,,0,0
TXP_14E070D488,38081.44,6991.43,Technology,0,0.0,,,,0,,,0,0
TXP_1FCE4A0BF4,27360.22,5665.17,Healthcare,0,0.0,,,,0,,,0,0
TXP_044FE062ED,41254.69,4765.36,Finance,2,137713.25,68856.625,83687.58,54025.67,2,2005-10-23,2017-02-15,2,2
TXP_671B3A7D77,30072.54,6357.54,Healthcare,0,0.0,,,,0,,,0,0
TXP_5CDC73727E,51788.46,3050.02,Technology,2,600437.98,300218.99,312291.59,288146.39,2,2005-10-21,2008-12-06,0,0
TXP_76D8E0EAE0,250000.0,35841.32,Retail,0,0.0,,,,0,,,0,0
TXP_0B11AD2B97,151598.09,23623.24,Retail,1,125176.21,125176.21,125176.21,125176.21,1,2021-07-11,2021-07-11,0,0
TXP_B9909E199F,57114.05,12076.91,Services,0,0.0,,,,0,,,0,0
TXP_08E0E75DE0,15000.0,3343.26,Manufacturing,2,1168424.06,584212.03,595587.51,572836.55,2,2011-06-25,2023-10-02,0,0
TXP_B079011D66,55131.12,12765.4,Retail,0,0.0,,,,0,,,0,0
TXP_19CCDEAF7A,69652.13,9619.58,Construction,0,0.0,,,,0,,,0,0
TXP_7BF740823F,250000.0,34947.26,Manufacturing,0,0.0,,,,0,,,0,0
TXP_772811ACB6,171649.23,31276.14,Services,2,766244.5599999999,383122.27999999997,671793.96,94450.6,1,2016-11-03,2024-05-02,0,0
TXP_AE65C359DE,20646.91,2221.18,Manufacturing,2,425789.1,212894.55,290569.47,135219.63,2,2013-05-08,2024-04-13,0,0
TXP_6C596C82F8,112883.5,15574.71,Retail,0,0.0,,,,0,,,0,0
TXP_91F7F44867,57096.39,5050.76,Services,0,0.0,,,,0,,,0,0
TXP_B62FEC6CA2,80343.75,20149.11,Retail,0,0.0,,,,0,,,0,0
TXP_15CF32E6C2,76210.47,12403.13,Technology,0,0.0,,,,0,,,0,0
TXP_2D6A74F90C,250000.0,45468.47,Healthcare,0,0.0,,,,0,,,0,0
TXP_93FD4262E6,131612.73,13390.27,Manufacturing,0,0.0,,,,0,,,0,0
TXP_A4A5ECBB0F,68334.07,17634.37,Unknown,0,0.0,,,,0,,,0,0
TXP_39977A6C31,56347.19,6633.25,Retail,2,772831.97,386415.985,627719.79,145112.18,2,2014-08-18,2023-05-26,0,0
TXP_BC979BE149,15000.0,3120.49,Services,1,269754.08,269754.08,269754.08,269754.08,1,2019-12-17,2019-12-17,0,0
TXP_0FAF2A9BEF,113061.02,7601.17,Construction,0,0.0,,,,0,,,0,0
TXP_A3331DBF07,100863.19,13333.68,Retail,3,443382.89,147794.29666666666,189524.76,118268.92,1,2017-08-05,2021-11-02,0,0
TXP_D91760EB75,35174.89,6603.28,Education,0,0.0,,,,0,,,0,0
TXP_865CD8A126,56716.99,5959.92,Education,3,903234.21,301078.07,475487.32,64461.82,3,2012-04-20,2025-03-25,0,0
TXP_344B5BEA54,24954.01,5981.41,Technology,2,441249.145,220624.5725,260486.775,180762.37,2,2014-04-17,2016-02-20,0,0
TXP_5DB28DC6B3,68633.61,2239.8,Healthcare,4,1164649.73,291162.4325,670654.67,107748.73,3,1900-01-01,2016-12-29,0,0
TXP_02AFEB5CB4,50421.19,10162.28,Services,0,0.0,,,,0,,,0,0
TXP_190BE25DEF,28328.68,3955.61,Retail,0,0.0,,,,0,,,0,0
TXP_88DA8E2755,250000.0,50112.24,Manufacturing,0,0.0,,,,0,,,0,0
TXP_90C9D5F68A,30708.85,3804.21,Healthcare,0,0.0,,,,0,,,0,0
TXP_41B22C45EC,29227.6,3860.7,Services,1,399110.88,399110.88,399110.88,399110.88,1,2008-11-06,2008-11-06,0,0
TXP_B9F83F69F0,250000.0,38386.54,Healthcare,0,0.0,,,,0,,,0,0
TXP_C989C241A1,46550.46,2289.39,Manufacturing,0,0.0,,,,0,,,0,0
TXP_01DAD6C23F,132680.03,17470.72,Manufacturing,1,858462.13,858462.13,858462.13,858462.13,1,2006-11-24,2006-11-24,0,0
TXP_FFD2B3A7E5,173668.41,17051.32,Technology,0,0.0,,,,0,,,0,0
TXP_CAF4F746E6,50648.91,9822.66,Finance,1,50000.0,50000.0,50000.0,50000.0,1,2013-04-07,2013-04-07,1,1
TXP_26F60EA478,121026.58,21557.76,Technology,2,899026.91,449513.455,740485.52,158541.39,2,2006-06-21,2023-03-10,1,1
TXP_A6F32A8945,25247.87,5827.8,Healthcare,1,126237.1,126237.1,126237.1,126237.1,1,2023-08-24,2023-08-24,0,0
TXP_1DEA149D63,28682.49,6530.94,Healthcare,2,562800.61,281400.305,362769.48,200031.13,2,2007-06-05,2014-09-08,0,0
TXP_277F5EDC15,23999.88,4562.09,Retail,1,165421.41,165421.41,165421.41,165421.41,1,2009-10-29,2009-10-29,0,0
TXP_7E00F5B981,80299.9,7475.54,Services,2,631160.01,315580.005,431581.93,199578.08,2,1900-01-01,2012-09-16,0,0
TXP_472B5B3964,49669.49,8301.01,Services,0,0.0,,,,0,,,0,0
TXP_22680358B2,114328.58,14705.95,Unknown,2,1322420.2200000002,661210.1100000001,1079714.61,242705.61,2,2008-12-30,2014-03-10,3,3
TXP_7BD9614CBD,33525.82,4746.26,Services,3,1262674.15,420891.3833333333,879734.21,64803.99,2,2009-11-01,2022-01-12,0,0
TXP_5502A2F7D7,110044.76,9133.76,Finance,5,1319053.8800000001,263810.776,884512.68,56907.85,5,2008-01-02,2023-10-28,0,0
TXP_1DAFFC5179,43055.28,7843.61,Construction,0,0.0,,,,0,,,0,0
TXP_49C16FF4DA,44185.81,6637.99,Education,2,256826.23,128413.115,198544.07,58282.16,2,2009-06-09,2020-06-24,0,0
TXP_E2D4D176A0,72115.27,8960.12,Services,0,0.0,,,,0,,,0,0
TXP_AA3CAEFF20,43831.95,7271.61,Finance,3,639592.16,213197.3866666667,405388.65,71218.62,3,2005-07-25,2021-11-17,0,0
TXP_ABBFDC7634,39328.34,7632.65,Finance,2,615042.5,307521.25,557593.13,57449.37,2,2010-02-26,2021-10-08,2,2
TXP_8D23D77474,47994.51,3024.55,Education,0,0.0,,,,0,,,0,0
TXP_74028B63BF,250000.0,15691.87,Healthcare,1,257708.03,257708.03,257708.03,257708.03,1,2010-02-20,2010-02-20,0,0
TXP_1A9ACA0E3F,46070.19,6847.95,Technology,2,1861190.1199999999,930595.0599999999,1187479.17,673710.95,2,2014-05-08,2023-03-21,0,0
TXP_465F8065A6,250000.0,25687.66,Finance,1,505918.73,505918.73,505918.73,505918.73,1,2024-04-17,2024-04-17,0,0
TXP_AACCCAD771,24965.83,1761.91,Technology,0,0.0,,,,0,,,1,1
TXP_91A3F8FF08,62012.0,11797.54,Retail,4,1390205.77,347551.4425,714732.97,87075.2,3,1900-01-01,2021-03-25,0,0
TXP_0B9EB0963E,100454.68,12119.04,Retail,3,674457.2000000001,224819.06666666668,392241.83,93306.42,2,2006-08-11,2021-12-02,0,0
TXP_D9B72BD632,52175.31,7892.27,Technology,0,0.0,,,,0,,,0,0
TXP_1F3BFBF250,27061.54,917.14,Technology,1,270096.18,270096.18,270096.18,270096.18,1,2006-09-02,2006-09-02,0,0
TXP_A193554C98,64203.41,8222.48,Construction,3,2129920.62,709973.54,983099.37,239683.4,2,2010-02-05,2018-01-07,0,0
TXP_B6094A4646,59648.01,9549.44,Services,1,89001.53,89001.53,89001.53,89001.53,1,2017-06-20,2017-06-20,0,0
TXP_800CF1F10F,37739.98,5546.85,Healthcare,1,260486.775,260486.775,260486.775,260486.775,1,2010-12-04,2010-12-04,0,0
TXP_2271028F9A,124341.97,15640.52,Services,0,0.0,,,,0,,,0,0
TXP_F7A35004D9,53338.9,2736.91,Services,0,0.0,,,,0,,,0,0
TXP_2FFBB8B742,89096.98,13496.09,Services,0,0.0,,,,0,,,0,0
TXP_AAA90707C6,49364.23,8050.14,Services,0,0.0,,,,0,,,0,0
TXP_10D01E3C07,84851.0,10545.66,Healthcare,5,1261506.605,252301.321,497466.36,87828.91,3,1900-01-01,2017-06-28,0,0
TXP_A81CCF77B2,35455.56,5924.25,Services,0,0.0,,,,0,,,0,0
TXP_DCBC2815B7,199478.76,29493.35,Construction,0,0.0,,,,0,,,0,0
TXP_C1E4F8CCF0,65447.18,9258.35,Retail,1,51454.71,51454.71,51454.71,51454.71,1,2007-09-28,2007-09-28,0,0
TXP_9ACB4556AA,21304.76,3106.09,Services,2,230246.15,115123.075,171334.38,58911.77,2,2014-05-29,2017-10-31,0,0
TXP_E675D8554A,65648.52,12654.41,Construction,0,0.0,,,,0,,,0,0
TXP_0CE99C6F8F,102664.1,21450.62,Finance,0,0.0,,,,0,,,0,0
TXP_D20451AD7E,37839.4,5848.07,Services,0,0.0,,,,0,,,0,0
TXP_4E5C45338B,117739.05,19259.87,Finance,1,109620.99,109620.99,109620.99,109620.99,1,2010-04-21,2010-04-21,0,0
TXP_D8F67018B8,50157.43,6298.07,Services,4,1306445.99,326611.4975,631623.63,92065.13,4,2006-09-15,2024-07-28,0,0
TXP_082C9E7414,31704.83,3254.06,Manufacturing,0,0.0,,,,0,,,0,0
TXP_17305C8412,74353.04,21008.41,Healthcare,1,89993.02,89993.02,89993.02,89993.02,1,2021-10-30,2021-10-30,0,0
TXP_3424292340,28644.69,5736.68,Services,1,1033297.99,1033297.99,1033297.99,1033297.99,1,2007-12-22,2007-12-22,1,1
TXP_5A26AACB6F,15000.0,2234.69,Construction,2,461792.83,230896.415,343575.39,118217.44,1,1900-01-01,2011-03-21,0,0
TXP_724E92AB70,28002.66,4650.54,Services,1,277779.56,277779.56,277779.56,277779.56,1,2020-03-16,2020-03-16,0,0
TXP_4AE6EBF99D,88544.42,12090.03,Manufacturing,3,602196.5700000001,200732.19000000003,276782.94,100165.1,3,2008-01-07,2019-11-10,0,0
TXP_4292816267,143974.84,17661.56,Healthcare,1,509693.32,509693.32,509693.32,509693.32,1,2012-09-13,2012-09-13,0,0
TXP_B140093B1E,37359.82,9449.22,Healthcare,0,0.0,,,,0,,,0,0
TXP_C3D421BDAA,43426.29,4783.43,Finance,0,0.0,,,,0,,,0,0
TXP_6EB42C82E9,15000.0,768.44,Technology,0,0.0,,,,0,,,0,0
TXP_F0435B7627,42325.21,5012.22,Education,0,0.0,,,,0,,,2,2
TXP_7CB76D1B06,76245.45,9720.47,Services,3,1005644.8200000001,335214.94,508152.75,50000.0,3,2006-03-29,2016-07-20,2,2
TXP_F3FCDE35A5,67645.41,10553.09,Technology,1,280492.27,280492.27,280492.27,280492.27,1,2007-07-14,2007-07-14,0,0
TXP_9F59F3BB40,51512.67,8050.14,Technology,0,0.0,,,,0,,,0,0
TXP_977007E374,112498.24,24492.72,Manufacturing,0,0.0,,,,0,,,0,0
TXP_31E6F8AB99,56077.05,3148.75,Finance,0,0.0,,,,0,,,0,0
TXP_B9C32C51CE,41648.05,9352.42,Education,1,574655.26,574655.26,574655.26,574655.26,1,2022-12-01,2022-12-01,5,5
TXP_C7A967D7C7,48288.64,7708.82,Retail,0,0.0,,,,0,,,0,0
TXP_51F6CFFBED,85473.57,13015.24,Finance,0,0.0,,,,0,,,0,0
TXP_CC72632189,89353.45,13596.72,Technology,0,0.0,,,,0,,,0,0
TXP_5B114178FC,67445.03,13926.73,Construction,0,0.0,,,,0,,,0,0
TXP_620A006BF1,110420.85,5843.58,Retail,0,0.0,,,,0,,,0,0
TXP_89B2B88B24,32138.58,6362.07,Education,0,0.0,,,,0,,,0,0
TXP_9A77A997A8,27423.49,3617.03,Services,0,0.0,,,,0,,,0,0
TXP_E38684EA0C,89642.71,10472.2,Other,0,0.0,,,,0,,,0,0
TXP_929DC32A76,218577.32,41814.16,Manufacturing,0,0.0,,,,0,,,0,0
TXP_2E5BBACEE1,58543.34,6774.31,Construction,0,0.0,,,,0,,,0,0
TXP_2271B72E92,40025.5,4116.57,Finance,2,545870.38,272935.19,317122.16,228748.22,2,2007-05-30,2015-01-22,0,0
TXP_634DC639EF,20703.89,4788.68,Technology,1,324690.81,324690.81,324690.81,324690.81,1,2014-01-16,2014-01-16,0,0
TXP_6A0C53CE6C,133240.71,16334.73,Healthcare,0,0.0,,,,0,,,0,0
TXP_3307783BB9,152639.02,16594.19,Retail,0,0.0,,,,0,,,0,0
TXP_6CF9CB8E53,56695.45,6763.15,Unknown,2,357013.60000000003,178506.80000000002,306929.59,50084.01,1,2015-11-22,2018-01-30,0,0
TXP_3EE8A7F924,31419.08,7681.39,Services,0,0.0,,,,0,,,1,1
TXP_728F07A1D8,63694.54,12850.37,Manufacturing,0,0.0,,,,0,,,0,0
TXP_1991677E48,63755.62,11548.26,Healthcare,0,0.0,,,,0,,,0,0
TXP_8C5BD9B454,12141.67,2253.111024233453,Retail,0,0.0,,,,0,,,0,0
TXP_2654FDE27A,144007.36,34432.19,Education,1,319201.89,319201.89,319201.89,319201.89,1,2011-11-23,2011-11-23,0,0
TXP_8DF2BABE87,21388.11,4607.55,Other,4,1576900.11,394225.0275,700952.72,209765.73,3,2010-01-15,2021-09-07,2,2
TXP_76DB9013DC,90536.24,18964.32,Technology,0,0.0,,,,0,,,2,2
TXP_B65E362CF3,197135.24,18665.79,Retail,1,374306.16,374306.16,374306.16,374306.16,1,2011-03-27,2011-03-27,0,0
TXP_5C06D5EF87,120330.47,12096.17,Finance,3,1161980.945,387326.9816666667,694536.43,206957.74,2,2005-05-15,2018-11-25,0,0
TXP_EA321900C6,24992.34,3365.76,Finance,0,0.0,,,,0,,,0,0
TXP_DFBB98D607,32768.64,6336.28,Retail,2,257703.34999999998,128851.67499999999,196428.61,61274.74,2,2010-03-15,2019-06-06,1,1
TXP_1B3AAC9DD9,28381.03,4630.39,Healthcare,0,0.0,,,,0,,,0,0
TXP_C0FF5403BE,44881.51,7851.75,Construction,3,1567324.31,522441.4366666667,1398252.81,50000.0,3,2014-07-25,2024-07-29,2,2
TXP_3B96D53593,20853.52,2669.16,Manufacturing,2,540543.05,270271.525,420874.82,119668.23,2,2009-10-17,2016-06-16,0,0
TXP_00BB54EA6C,115015.89,24281.86,Technology,0,0.0,,,,0,,,0,0
TXP_C4A3CA27FF,68549.09,7268.93,Construction,0,0.0,,,,0,,,0,0
TXP_AFAC3629DC,61429.68,5657.02,Manufacturing,1,1183875.41,1183875.41,1183875.41,1183875.41,1,2017-01-20,2017-01-20,0,0
TXP_EF8D88B96B,28400.53,1607.44,Retail,0,0.0,,,,0,,,0,0
TXP_5341959EB4,75823.82,7875.39,Services,2,778114.6900000001,389057.34500000003,721915.52,56199.17,2,2012-01-15,2016-01-10,0,0
TXP_D721AA75C8,76401.78,17106.34,Services,0,0.0,,,,0,,,0,0
TXP_7B1EEF77D4,27816.6,4910.14,Services,4,1507000.32,376750.08,719855.61,107732.3,3,2013-03-23,2020-07-05,0,0
TXP_13A8D70CBC,27053.77,5101.81,Technology,2,492811.11,246405.555,427874.12,64936.99,2,2007-02-26,2016-07-28,0,0
TXP_E891669BA0,24110.2,5551.05,Technology,1,367947.69,367947.69,367947.69,367947.69,1,2018-09-20,2018-09-20,1,1
TXP_990AF9B133,57096.39,5903.77,Manufacturing,0,0.0,,,,0,,,0,0
TXP_353EFC975D,27557.63,4183.5,Services,0,0.0,,,,0,,,0,0
TXP_5E522F4910,15000.0,2384.59,Finance,2,319424.90499999997,159712.45249999998,260486.775,58938.13,2,2018-04-12,2018-04-16,2,2
TXP_C746DC3B36,25924.32,2731.58,Technology,4,733666.24,183416.56,302561.65,125012.06,4,2008-12-08,2024-06-09,2,2
TXP_E09D6F4DCF,20936.98,2381.29,Services,0,0.0,,,,0,,,0,0
TXP_58FEE5F79B,60968.6,15242.74,Services,0,0.0,,,,0,,,0,0
TXP_F3358791F3,74538.81,15506.35,Unknown,3,1295826.5,431942.1666666667,563896.74,338298.18,2,2017-07-26,2024-08-08,0,0
